,Year,Location,Production (mt),Area (ha),Yield (mt/ha),weathercode (wmo code),temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
78,2002,ZAMBOANGA SIBUGAY,49.23,84.58,0.5820524946795933,1,27.13891552511416,81.07248858447488,23.547214611872143,0.2611301369863014,1009.427910958904,55.15536529680365,0.1595148401826484,0.6958344748858448,5.522751141552512,159.27351598173516,16.352979452054797,29.2810502283105,0.4307811643835616,145.15171232876713,72.49714611872146
79,2003,ZAMBOANGA SIBUGAY,54.48,84.58,0.6441239063608418,1,27.06478310502283,81.45102739726028,23.55601598173516,0.3147945205479452,1009.335993150685,58.60376712328768,0.1543904109589041,0.678972602739726,5.505513698630137,158.2214611872146,16.149760273972603,29.3938698630137,0.4248043378995433,134.27579908675798,75.78139269406392
80,2004,ZAMBOANGA SIBUGAY,58.72,84.58,0.6942539607472216,1,27.071983151183968,82.08162568306011,23.698224043715847,0.2554189435336976,1009.1588683970856,57.67543260473588,0.1554644808743169,0.6567326958105646,5.378119307832423,172.3179644808743,16.07387295081967,29.19639116575592,0.4333188752276867,140.19330601092895,74.6382058287796
81,2005,ZAMBOANGA SIBUGAY,62.16,89.89,0.6915118478139949,1,27.12939497716895,81.32922374429224,23.581746575342468,0.3524771689497716,1009.402899543379,59.009360730593606,0.1541175799086757,0.6877180365296803,5.05689497716895,167.5728310502283,15.499440639269409,29.439623287671232,0.4350841324200913,134.9662100456621,75.35376712328767
82,2006,ZAMBOANGA SIBUGAY,62.57,84.44,0.7409995262908574,1,27.038812785388128,82.66278538812786,23.79124429223744,0.31,1009.1614269406392,58.18675799086758,0.1507100456621004,0.6336815068493151,4.812420091324201,166.32682648401826,15.328139269406392,28.90664383561644,0.4526350456621004,132.64737442922373,75.69954337899543
83,2007,ZAMBOANGA SIBUGAY,60.06,82.0,0.7324390243902439,1,27.14412100456621,82.02477168949771,23.75554794520548,0.3685159817351598,1008.6230479452056,59.59851598173516,0.1510776255707762,0.6607865296803652,4.985753424657534,164.8783105022831,15.558961187214612,29.20980593607306,0.4369900684931507,130.72728310502282,75.98493150684932
84,2008,ZAMBOANGA SIBUGAY,61.82,82.0,0.7539024390243902,1,26.920081967213115,82.75739981785064,23.6932718579235,0.3736680327868852,1008.5701161202186,62.04826958105647,0.1478460837887067,0.625816256830601,4.865846994535519,161.49168943533698,15.145127504553733,28.808321948998177,0.4726598360655737,125.6978597449909,78.5492941712204
85,2009,ZAMBOANGA SIBUGAY,60.44,82.0,0.7370731707317073,1,27.11626712328767,82.55114155251141,23.843002283105022,0.3468150684931507,1008.626210045662,58.763812785388126,0.1500228310502283,0.6390513698630137,5.370194063926941,171.46552511415524,16.718139269406393,28.933527397260274,0.46357100456621,128.05399543378996,77.46369863013699
86,2010,ZAMBOANGA SIBUGAY,60.41,82.0,0.7367073170731707,1,27.453025114155253,81.34680365296803,23.912305936073057,0.3374543378995434,1008.905593607306,56.022602739726025,0.1571050228310502,0.6997146118721461,4.537488584474886,154.21050228310503,14.308995433789956,29.726301369863013,0.4422934931506849,140.38059360730594,73.92397260273972
87,2011,ZAMBOANGA SIBUGAY,54.05,82.0,0.6591463414634146,51,26.92126712328767,83.29155251141553,23.80543378995434,0.4499543378995433,1008.2940867579908,64.64474885844749,0.1428002283105023,0.6054463470319634,5.177705479452055,164.35890410958905,15.89329908675799,28.71688356164384,0.4774939497716894,115.60536529680364,80.53687214611872
88,2012,ZAMBOANGA SIBUGAY,60.39,74.0,0.8160810810810811,1,27.03795537340619,82.79656193078324,23.818203551912568,0.3995787795992714,1008.660587431694,60.43408469945355,0.1486316029143898,0.6280100182149362,5.108060109289617,168.39207650273224,16.131637067395264,28.875,0.4668244535519126,128.19045992714027,77.11372950819673
89,2013,ZAMBOANGA SIBUGAY,54.39,50.0,1.0878,1,27.137796803652968,82.40559360730593,23.83165525114155,0.4210273972602739,1008.7473287671232,62.36061643835617,0.1461929223744292,0.6465479452054794,5.098333333333334,172.7439497716895,15.488333333333332,28.89922374429224,0.469958904109589,123.3175799086758,76.14509132420092
90,2014,ZAMBOANGA SIBUGAY,50.71,50.0,1.0142,1,27.11482876712329,81.43801369863014,23.60228310502283,0.3332876712328767,1009.1587328767124,58.83732876712329,0.1502979452054794,0.6797557077625571,5.673630136986302,173.80251141552512,16.68566210045662,29.00349315068493,0.4421311643835616,125.61221461187216,77.6634703196347
91,2015,ZAMBOANGA SIBUGAY,54.16,62.0,0.8735483870967742,1,27.215216894977168,81.06038812785388,23.614794520547942,0.2810159817351598,1009.9756849315067,54.35490867579909,0.1578858447488584,0.6994269406392694,5.541130136986301,163.92625570776255,16.488915525114155,29.33828767123288,0.4192654109589041,144.59851598173515,71.5230593607306
92,2016,ZAMBOANGA SIBUGAY,53.35,62.0,0.8604838709677419,1,27.651354735883423,81.19774590163935,24.071379781420767,0.346641621129326,1009.46985428051,55.19137067395264,0.1574715391621129,0.7133367486338797,4.822723132969035,169.45138888888889,15.178290072859744,30.10004553734062,0.4231963797814208,139.66803278688525,74.62875683060109
93,2017,ZAMBOANGA SIBUGAY,52.21,62.0,0.8420967741935484,1,27.25759132420092,82.57340182648402,23.984132420091324,0.4204566210045662,1008.9360273972602,61.9041095890411,0.1456244292237443,0.6436324200913243,5.213550228310502,170.21849315068494,15.789212328767125,29.0698401826484,0.4740823059360731,118.82294520547946,78.73607305936073
94,2018,ZAMBOANGA SIBUGAY,52.55,62.0,0.8475806451612903,1,27.44720319634704,81.38447488584475,23.921666666666667,0.3043036529680365,1008.943595890411,55.07283105022831,0.1567157534246575,0.6962477168949772,5.363938356164383,177.13093607305936,16.145376712328765,29.340102739726024,0.4581329908675799,139.31952054794522,74.60445205479452
95,2019,ZAMBOANGA SIBUGAY,53.22,63.0,0.8447619047619047,1,27.444520547945206,80.6013698630137,23.742956621004566,0.2572146118721461,1009.7888242009132,52.821917808219176,0.1609029680365296,0.7249178082191781,5.583961187214612,162.4167808219178,16.254668949771688,29.64095890410959,0.4174184931506849,145.57305936073058,73.78310502283105
96,2020,ZAMBOANGA SIBUGAY,56.25,64.0,0.87890625,1,27.70502049180328,80.53620218579235,23.985382513661204,0.3435450819672131,1009.343522313297,56.56204462659381,0.1551616575591985,0.7403494990892533,4.922165300546449,164.20184426229508,15.079303278688526,29.90157103825137,0.421715733151184,135.12716302367943,74.15186703096539
97,2021,ZAMBOANGA SIBUGAY,51.71,64.0,0.80796875,1,27.550490867579907,81.36929223744292,24.02618721461187,0.4270547945205479,1008.915901826484,59.65125570776256,0.147384703196347,0.6992865296803653,5.100159817351599,170.52579908675798,15.325844748858447,29.206107305936072,0.4639375570776256,120.41746575342464,78.28367579908675
98,2022,ZAMBOANGA SIBUGAY,0.0,64.01,0.0,51,27.49686578171092,81.41752704031465,23.978343166175023,0.4470870206489675,1008.7051130776796,61.891961651917406,0.1470255653883972,0.6964097836774827,4.935263028515242,183.3804080629302,14.009636184857422,29.197750737463124,0.4560419124877089,118.187930186824,79.91334808259587
99,1990,CITY OF ZAMBOANGA,207.2,296.0,0.7,1,27.2032191780822,82.83413242009132,23.96122146118721,0.2361529680365296,1009.1381621004568,50.16278538812785,0.1751735159817351,0.6367020547945206,8.492945205479451,180.94155251141552,19.59928082191781,30.20478310502284,0.3831368721461187,169.96061643835617,68.95662100456622
100,1991,CITY OF ZAMBOANGA,194.35,299.0,0.65,1,27.142853881278537,82.5263698630137,23.850536529680365,0.1630479452054794,1009.3363584474886,49.287100456621005,0.176486301369863,0.643,7.948504566210045,170.05810502283106,18.175787671232875,30.54708904109589,0.3039470319634703,168.92054794520547,72.71849315068494
101,1992,CITY OF ZAMBOANGA,211.4,302.0,0.7000000000000001,1,27.12871129326048,81.95002276867031,23.70733151183971,0.1944672131147541,1009.6522768670308,49.41928506375228,0.1755999544626593,0.6662135701275046,7.698622495446266,179.48861566484518,18.55934653916211,30.77980418943533,0.3457980418943533,164.3528005464481,75.15835610200364
102,1993,CITY OF ZAMBOANGA,198.25,305.0,0.65,1,26.95961187214612,83.2337899543379,23.81672374429224,0.2264383561643835,1009.5281050228308,52.68264840182648,0.1701689497716895,0.6103641552511415,7.688744292237442,173.19143835616438,17.946940639269407,29.876712328767123,0.3489160958904109,160.23858447488584,73.6513698630137
103,1994,CITY OF ZAMBOANGA,207.2,296.09,0.699787226856699,1,26.947888127853883,83.65650684931506,23.89601598173516,0.2662671232876712,1009.31700913242,54.913356164383565,0.1691278538812785,0.5950490867579908,8.017739726027397,167.0447488584475,18.93779680365297,29.488150684931508,0.3938342465753424,161.1554794520548,71.77602739726028
104,1995,CITY OF ZAMBOANGA,127.5,170.0,0.75,51,26.96829908675799,83.98949771689497,23.98417808219178,0.2813013698630137,1009.0434703196348,57.21643835616438,0.1670662100456621,0.5828207762557078,7.274109589041095,173.68687214611873,17.637808219178083,29.753276255707764,0.381156506849315,155.92705479452056,73.96369863013699
105,1996,CITY OF ZAMBOANGA,146.2,169.95,0.8602530155928214,51,26.821152094717668,84.27128870673953,23.89689207650273,0.2969489981785064,1008.483822859745,60.84061930783242,0.1635997267759562,0.566912568306011,8.070742258652094,168.1199908925319,17.98377732240437,29.037192622950823,0.4242945127504554,148.8776183970856,75.71300091074681
106,1997,CITY OF ZAMBOANGA,157.5,175.0,0.9,1,27.051666666666662,82.32842465753424,23.721598173515986,0.1826255707762557,1010.1328538812786,50.92214611872146,0.1754200913242009,0.6477591324200913,7.626952054794521,156.84006849315068,17.8825,29.735890410958906,0.3358062785388128,169.57511415525113,70.62808219178082
107,1998,CITY OF ZAMBOANGA,141.1,166.0,0.85,1,27.523378995433788,82.23915525114155,24.14070776255708,0.2487100456621004,1009.5939497716896,51.93139269406392,0.1739977168949771,0.6744086757990867,6.410810502283105,178.7533105022831,16.87963470319635,31.171849315068496,0.3715727168949772,165.90559360730597,70.1195205479452
108,1999,CITY OF ZAMBOANGA,98.0,140.0,0.7,51,26.745673515981736,84.75319634703196,23.924246575342465,0.3624086757990867,1008.3352853881278,64.08173515981736,0.1558356164383561,0.5474474885844749,7.595593607305935,170.80924657534246,18.653949771689497,28.67045662100457,0.4597142694063926,135.22522831050227,79.049200913242
109,2000,CITY OF ZAMBOANGA,59.5,85.0,0.7,51,26.87482923497268,84.58765938069217,24.01961520947177,0.3074795081967213,1008.1820469034608,61.45184426229508,0.1612443078324226,0.5578198998178506,7.347700364298724,177.18829690346084,18.216211293260475,28.827356557377048,0.4434696038251366,144.7681010928962,77.76240892531877
110,2001,CITY OF ZAMBOANGA,68.0,85.0,0.8,51,26.934497716894978,84.50753424657535,24.0629794520548,0.3014840182648401,1008.5070890410958,58.19828767123288,0.1623778538812785,0.5618869863013699,7.798207762557078,171.81461187214612,18.904269406392693,28.92415525114156,0.4305311643835616,149.06050228310502,74.9744292237443
111,2002,CITY OF ZAMBOANGA,115.71,80.0,1.446375,1,27.19656392694064,82.34760273972603,23.86871004566209,0.197579908675799,1009.3117351598174,50.96369863013699,0.1743664383561644,0.651296803652968,8.482431506849316,171.2279680365297,19.180662100456622,29.86380136986301,0.3572431506849315,166.0832191780822,70.05490867579908
112,2003,CITY OF ZAMBOANGA,95.3,80.0,1.19125,1,27.062933789954336,83.08550228310503,23.88576484018265,0.2446575342465753,1009.2293721461187,54.12465753424657,0.1682123287671232,0.620384703196347,8.364109589041096,165.47397260273974,18.67373287671233,30.100970319634705,0.3508681506849315,155.53333333333333,73.13938356164384
113,2004,CITY OF ZAMBOANGA,83.52,68.0,1.228235294117647,1,27.071095173041893,83.4509335154827,23.97241575591985,0.1999772313296903,1009.0559084699452,52.65448542805101,0.1696869307832422,0.6081409380692168,8.61875,178.17725409836066,19.25908469945355,29.833048724954462,0.3656619990892532,160.9183743169399,71.7903005464481
114,2005,CITY OF ZAMBOANGA,72.36,42.0,1.7228571428571429,1,27.082134703196346,83.23230593607306,23.93434931506849,0.2827054794520548,1009.2832077625573,56.19383561643836,0.166898401826484,0.6155981735159818,7.7675,181.10536529680363,18.327408675799088,30.089132420091325,0.3810559360730594,153.32009132420092,74.14063926940639
115,2006,CITY OF ZAMBOANGA,64.91,38.0,1.708157894736842,1,27.05719178082192,84.00890410958904,24.080091324200914,0.2473173515981735,1009.0167694063928,55.31872146118722,0.164398401826484,0.5850821917808219,7.621917808219178,170.65079908675798,18.27785388127854,29.160102739726028,0.4144652968036529,151.86438356164385,74.51643835616439
116,2007,CITY OF ZAMBOANGA,54.05,38.0,1.4223684210526315,51,27.045251141552512,84.05776255707762,24.074452054794524,0.3027054794520548,1008.4928538812786,57.16267123287671,0.16287100456621,0.5830662100456621,7.670365296803652,173.15833333333333,18.516426940639267,29.41842465753425,0.401272602739726,148.88424657534247,74.17671232876712
117,2008,CITY OF ZAMBOANGA,52.87,38.0,1.391315789473684,51,26.805088797814207,84.86999089253187,24.00706967213115,0.3270491803278689,1008.4000341530055,59.27049180327869,0.1586999089253187,0.5457024134790528,7.142406648451731,163.63547358834245,17.742884790528233,28.73217213114754,0.4571635928961748,141.9556010928962,77.5889116575592
118,2009,CITY OF ZAMBOANGA,51.89,34.0,1.5261764705882352,1,27.09654109589041,84.42933789954338,24.20267123287671,0.2568036529680365,1008.5148173515984,54.99748858447489,0.1629908675799086,0.5701746575342466,8.373367579908676,173.5186073059361,19.822397260273974,28.9860502283105,0.4230304794520548,146.25570776255708,77.18436073059361
119,2010,CITY OF ZAMBOANGA,51.0,34.0,1.5,51,27.39474885844749,83.23458904109589,24.23964611872146,0.301837899543379,1008.7742694063928,54.9013698630137,0.1684269406392694,0.6283949771689498,6.512374429223745,165.1068493150685,16.673082191780825,30.098162100456623,0.3855450913242009,156.90753424657535,72.53059360730593
120,2011,CITY OF ZAMBOANGA,42.83,34.0,1.2597058823529412,51,26.840730593607304,85.27579908675798,24.126438356164385,0.3963584474885844,1008.147305936073,61.3986301369863,0.1546849315068493,0.5303082191780822,7.969098173515982,168.33767123287672,19.156461187214614,28.647762557077623,0.4641807077625571,132.66940639269407,80.80376712328767
121,2012,CITY OF ZAMBOANGA,29.03,34.0,0.8538235294117648,51,26.97964480874317,84.67292805100182,24.13941256830601,0.3137750455373406,1008.5142076502732,57.47723132969035,0.1607673041894353,0.5579485428051002,7.833948087431693,172.0625,19.16298952641166,28.83459699453552,0.4459824681238616,146.5928961748634,75.4700591985428
122,2013,CITY OF ZAMBOANGA,26.95,28.0,0.9625,51,27.047557077625573,84.54406392694064,24.175262557077623,0.3597488584474886,1008.6474315068492,59.77614155251142,0.157681506849315,0.5657397260273973,8.003481735159818,173.2406392694064,18.740799086757992,28.89972602739726,0.4450549086757991,140.1436073059361,74.98264840182648
123,2014,CITY OF ZAMBOANGA,22.9,20.0,1.145,1,27.068778538812783,83.53230593607306,23.98485159817352,0.2683789954337899,1009.0929223744292,55.25662100456621,0.1656678082191781,0.6021118721461187,8.692157534246576,178.11689497716895,19.710399543379,29.261312785388128,0.4247606164383562,150.0186073059361,74.88595890410959
124,2015,CITY OF ZAMBOANGA,22.48,28.0,0.8028571428571428,1,27.274714611872145,82.3802511415525,23.94391552511416,0.2145776255707762,1009.8638242009132,49.782648401826485,0.1739520547945205,0.6535433789954338,8.376746575342466,173.92317351598174,19.088972602739727,29.970102739726023,0.368122602739726,166.58344748858448,69.925
125,2016,CITY OF ZAMBOANGA,22.15,28.0,0.7910714285714285,1,27.61937613843352,83.0620446265938,24.41626821493625,0.3046903460837887,1009.3735541894354,52.486338797814206,0.1704633424408014,0.6439651639344263,7.203164845173042,186.9162112932605,17.58247950819672,30.60187841530055,0.3860745673952641,158.93818306010928,72.2040072859745
126,2017,CITY OF ZAMBOANGA,21.73,28.0,0.7760714285714286,51,27.188230593607305,84.51563926940639,24.308858447488586,0.3680479452054794,1008.8250684931506,60.08938356164384,0.1572659817351598,0.5697785388127854,7.904383561643835,176.3966894977169,18.90522831050228,29.08881278538813,0.4468505707762557,135.76130136986302,77.98082191780821
127,2018,CITY OF ZAMBOANGA,22.0,30.0,0.7333333333333333,1,27.38996575342465,83.52591324200914,24.30219178082192,0.2394178082191781,1008.850890410959,52.35730593607306,0.1690582191780822,0.6150936073059361,8.213070776255707,176.92488584474887,19.061472602739727,29.510228310502285,0.4011083333333333,157.7167808219178,73.13961187214612
128,2019,CITY OF ZAMBOANGA,20.5,34.0,0.6029411764705882,1,27.574680365296803,81.6337899543379,24.081780821917807,0.2153538812785388,1009.6646917808218,47.65445205479452,0.1774223744292237,0.6940445205479452,8.24283105022831,177.48253424657534,18.64544520547945,30.52267123287671,0.3646978310502283,167.85091324200914,70.89280821917808
129,2020,CITY OF ZAMBOANGA,20.64,34.0,0.6070588235294118,1,27.639731329690346,82.26923952641165,24.275774134790527,0.3392645719489982,1009.245423497268,53.895833333333336,0.1683253642987249,0.6750671675774135,7.314492258652095,177.683970856102,17.59071038251366,30.22760701275045,0.3879855418943533,153.17896174863387,71.55954007285975
130,2021,CITY OF ZAMBOANGA,24.47,36.0,0.6797222222222222,1,27.37638127853881,83.64383561643835,24.31410958904109,0.3476712328767123,1008.816917808219,57.79543378995434,0.1605399543378995,0.6097671232876712,7.920719178082192,171.71438356164384,18.41059360730593,29.13880136986301,0.4451432648401826,139.30970319634704,77.45821917808219
131,2022,CITY OF ZAMBOANGA,0.0,36.0,0.0,51,27.32878564405113,83.62008357915438,24.26289331366765,0.3913470993117011,1008.593104719764,60.03380039331367,0.1608099803343166,0.6088790560471976,7.476020157325467,175.74102753195675,16.871742871189774,29.15632989183874,0.4422562684365781,138.2382005899705,79.41715830875123
132,1990,BUKIDNON,5791.27,11509.982574923546,0.4541460163111669,3,20.01473744292237,85.54874429223744,17.304440639269405,0.2853767123287671,876.3323744292237,68.5933789954338,0.1447203196347032,0.3837648401826484,4.655445205479452,171.274200913242,21.906130136986302,21.49352739726028,0.4100509132420091,143.17317351598174,70.90707762557078
133,1991,BUKIDNON,5779.85,11509.982574923546,0.4532504705144291,3,19.774006849315068,86.64600456621005,17.31747716894977,0.2533904109589041,876.424497716895,69.88481735159817,0.1434235159817351,0.3459086757990867,4.423196347031963,158.20536529680365,20.962374429223743,21.274360730593607,0.4413440639269406,138.91860730593606,75.23036529680365
134,1992,BUKIDNON,5466.31,11509.982574923546,0.4297413522012579,1,19.859369307832424,84.34164389799636,16.883071493624772,0.2809881602914389,876.7068533697632,65.0059198542805,0.1467178961748634,0.4141689435336976,4.442406648451731,155.5303961748634,21.000307377049182,21.489776867030965,0.3968553051001821,141.65869763205828,74.71482240437159
